Vds,Vgs,L,W,T,Id
0.2,0.25,2e-07,2e-07,0.0,2.632690492929811e-10
0.7,0.25,2e-07,2e-07,0.0,4.2401766323159243e-10
1.2,0.25,2e-07,2e-07,0.0,6.468282914112095e-10
1.6999999999999997,0.25,2e-07,2e-07,0.0,1.0023271962583357e-09
2.1999999999999997,0.25,2e-07,2e-07,0.0,1.4266319304039751e-09
2.6999999999999997,0.25,2e-07,2e-07,0.0,2.046006948913503e-09
0.2,0.25,2e-07,2e-07,0.0,2.5876728346749347e-10
0.7,0.25,2e-07,2e-07,0.0,4.3056003646535553e-10
1.2,0.25,2e-07,2e-07,0.0,6.555157204885856e-10
1.6999999999999997,0.25,2e-07,2e-07,0.0,9.075779985410004e-10
2.1999999999999997,0.25,2e-07,2e-07,0.0,1.3378615917228214e-09
2.6999999999999997,0.25,2e-07,2e-07,0.0,1.9854377653432096e-09
0.2,0.25,2e-07,2e-07,0.0,2.873626205647116e-10
0.7,0.25,2e-07,2e-07,0.0,4.3064437332344306e-10
1.2,0.25,2e-07,2e-07,0.0,6.866137139776074e-10
1.6999999999999997,0.25,2e-07,2e-07,0.0,9.748794410080513e-10
2.1999999999999997,0.25,2e-07,2e-07,0.0,1.3651273091726641e-09
2.6999999999999997,0.25,2e-07,2e-07,0.0,1.9382562376872407e-09
0.2,0.25,2e-07,2e-07,0.0,2.6184847981342474e-10
0.7,0.25,2e-07,2e-07,0.0,4.173559851891913e-10
1.2,0.25,2e-07,2e-07,0.0,5.989809330827917e-10
1.6999999999999997,0.25,2e-07,2e-07,0.0,8.874149104926453e-10
2.1999999999999997,0.25,2e-07,2e-07,0.0,1.2496112625967228e-09
2.6999999999999997,0.25,2e-07,2e-07,0.0,1.7647481425207685e-09
0.2,0.25,2e-07,2e-07,0.0,2.7128616800602907e-10
0.7,0.25,2e-07,2e-07,0.0,4.337236759044603e-10
1.2,0.25,2e-07,2e-07,0.0,5.962113731279481e-10
1.6999999999999997,0.25,2e-07,2e-07,0.0,9.368769635255152e-10
2.1999999999999997,0.25,2e-07,2e-07,0.0,1.341979436814172e-09
2.6999999999999997,0.25,2e-07,2e-07,0.0,1.7703268438118753e-09
